t_eff,log_g,feh,afe,v_mic,phase,age,v_macro,h_abundance,he_abundance,filename
4030.4993,4.6875954,0.5,0.37210676,0.22670737,-1,8.05,0.0,0.9151187,0.07964835,b'X0021'
4315.193,1.9058543,0.5,0.43980637,4.273856,2,8.05,0.0,0.91406906,0.080043614,b'X0022'
5779.7495,4.4385533,0.5,0.48231342,0.4016389,0,8.1,0.0,0.91332114,0.08032588,b'X0023'
7225.2812,2.618346,0.5,0.28590474,4.021897,2,8.1,0.0,0.9162387,0.07922773,b'X0024'
5400.667,4.5138535,0.5,-0.0893156,3.3586428,0,8.15,0.0,0.91918844,0.07812536,b'X0025'
6046.88,4.372755,0.5,0.03685551,1.3909307,0,8.2,0.0,0.9184641,0.07839532,b'X0026'
4042.6006,1.6269124,0.5,0.49059913,3.546731,2,8.2,0.0,0.91316664,0.08038425,b'X0027'
6721.545,4.2332063,0.5,0.4209194,0.4255259,0,8.25,0.0,0.9143786,0.07992696,b'X0028'
7258.0156,4.1988015,0.5,0.21735126,0.31864855,0,8.25,0.0,0.9169835,0.07894868,b'X0029'
5429.887,4.5107937,0.5,0.05407571,3.1768565,0,8.3,0.0,0.9183479,0.078438684,b'X0030'
6170.189,4.3421392,0.5,0.1861223,0.19182265,0,8.3,0.0,0.9172855,0.0788356,b'X0031'
7151.7266,2.8087769,0.5,0.146465,4.620412,2,8.3,0.0,0.91763926,0.07870336,b'X0032'
4159.188,1.8329107,0.5,0.31831765,4.5634494,2,8.3,0.0,0.9158435,0.07937605,b'X0033'
5145.535,2.50057,0.5,0.12664065,3.663521,2,8.35,0.0,0.91780424,0.07864168,b'X0034'
6707.637,4.2265644,0.5,0.37951225,4.989144,0,8.4,0.0,0.9150117,0.07968861,b'X0035'
4111.586,1.7948288,0.5,0.3007332,1.9382961,2,8.4,0.0,0.9160615,0.07929418,b'X0036'
7366.73,3.004677,0.5,0.11456936,0.24700895,2,8.45,0.0,0.91790116,0.078605495,b'X0037'
6088.2,2.7614253,0.5,0.39080426,1.5251713,2,8.45,0.0,0.9148451,0.07975132,b'X0038'
5327.8267,4.527896,0.5,0.09425727,1.9286556,0,8.5,0.0,0.91805816,0.07854685,b'X0039'
6475.39,4.2624617,0.5,0.40883264,3.2920954,0,8.5,0.0,0.91456974,0.07985499,b'X0040'
6142.8027,2.8246975,0.5,-0.0036788508,2.114689,2,8.5,0.0,0.9187201,0.078299835,b'X0041'
4114.553,1.8318121,0.5,0.15258923,3.4967904,2,8.5,0.0,0.9175867,0.07872298,b'X0042'
4024.3284,1.6891466,0.5,0.4688466,0.76092243,2,8.5,0.0,0.9135661,0.08023338,b'X0043'
5096.2065,4.5608554,0.5,0.090542726,2.3085368,0,8.55,0.0,0.91808605,0.07853641,b'X0044'
5841.028,4.4190536,0.5,0.4277142,3.3876462,0,8.55,0.0,0.91426873,0.07996833,b'X0045'
6763.1562,4.20451,0.5,0.15202788,1.5150769,0,8.55,0.0,0.9175915,0.07872119,b'X0046'
6254.48,4.3095946,0.5,0.43663684,2.2673533,0,8.6,0.0,0.914122,0.080023676,b'X0047'
6525.9087,4.224219,0.5,0.4761006,3.233956,0,8.75,0.0,0.9134351,0.08028283,b'X0048'
4651.0454,2.7391253,0.5,0.17363638,4.683935,2,8.75,0.0,0.9174004,0.07879264,b'X0049'
7214.671,3.6490612,0.5,0.49521217,1.2445681,0,8.85,0.0,0.91307926,0.08041725,b'X0050'
4246.5034,2.1559823,0.5,0.36731973,1.7812157,2,8.85,0.0,0.9151869,0.079622716,b'X0051'
6285.1377,4.2698584,0.5,0.28214198,0.105684854,0,8.9,0.0,0.91628265,0.079211235,b'X0052'
3980.861,1.7443887,0.5,0.2574332,1.0817615,2,8.9,0.0,0.9165624,0.0791064,b'X0053'
5396.701,4.507133,0.5,0.096841194,1.3560675,0,8.95,0.0,0.91803855,0.07855416,b'X0054'
7005.405,3.9259963,0.5,0.3029147,0.21638007,0,8.95,0.0,0.916035,0.07930416,b'X0055'
4553.556,2.7000885,0.5,0.41902277,2.3415372,2,8.95,0.0,0.9144089,0.079915546,b'X0056'
4488.321,2.5920258,0.5,0.27957124,0.26915553,2,8.95,0.0,0.9163125,0.07920004,b'X0057'
4194.0303,2.1270494,0.5,0.33442277,2.4727798,2,9.0,0.0,0.91563576,0.079454005,b'X0058'
4050.1355,1.8908342,0.5,0.30656403,2.1683314,2,9.0,0.0,0.91599023,0.07932097,b'X0059'
6078.522,1.1183137,0.4,0.2195808,2.0168319,0,7.05,0.0,0.9182973,0.07845756,b'X0060'
6061.1343,0.9185149,0.4,0.03341029,4.069505,0,7.05,0.0,0.91950905,0.078006044,b'X0061'
6809.771,1.045381,0.4,0.24801725,0.9319006,0,7.05,0.0,0.91806203,0.078545384,b'X0062'
7372.3213,1.1094066,0.4,0.1337761,1.6775963,0,7.05,0.0,0.9189205,0.078225195,b'X0063'
7380.3394,0.94591135,0.4,0.17262915,1.890249,0,7.05,0.0,0.9186536,0.0783247,b'X0064'
4710.1235,0.8684131,0.4,0.10419593,4.799171,0,7.1,0.0,0.91910833,0.07815522,b'X0065'
6766.06,0.9732148,0.4,0.11504354,1.0243238,0,7.1,0.0,0.9190409,0.07818033,b'X0066'
6741.2783,0.92094594,0.4,0.11358521,3.0454814,0,7.1,0.0,0.9190501,0.0781769,b'X0067'
6492.7183,4.182371,0.4,0.046452545,4.7007914,0,7.15,0.0,0.9194401,0.078031726,b'X0068'
5075.4033,1.0251678,0.4,0.47225133,1.7128991,0,7.15,0.0,0.915553,0.079485126,b'X0069'
5952.118,1.0469924,0.4,0.42928067,0.76637,0,7.2,0.0,0.9161392,0.079265036,b'X0070'
5688.9307,4.196533,0.4,0.37007442,4.7971635,-1,7.25,0.0,0.9168575,0.07899583,b'X0071'
5859.369,1.3626773,0.4,0.07191854,3.690205,0,7.25,0.0,0.9192991,0.07808414,b'X0072'
4988.502,0.8498234,0.4,0.45281383,1.1139941,0,7.25,0.0,0.91582537,0.07938283,b'X0073'
5587.655,1.0115455,0.4,0.37157056,1.6848483,0,7.25,0.0,0.91684043,0.079002194,b'X0074'
5105.764,0.46823317,0.4,0.10008406,2.971156,0,7.25,0.0,0.9191335,0.07814586,b'X0075'
5485.5044,4.276974,0.4,0.21573171,3.9105437,-1,7.3,0.0,0.91832805,0.07844612,b'X0076'
5863.3594,1.4325335,0.4,0.07781374,0.6435641,0,7.3,0.0,0.91926533,0.07809674,b'X0077'
4929.311,0.8823589,0.4,-0.08048655,1.1865416,0,7.3,0.0,0.9200313,0.07781185,b'X0078'
4904.577,0.80582714,0.4,0.22681662,3.911848,0,7.3,0.0,0.9182389,0.07847936,b'X0079'
5395.4307,1.6304561,0.4,0.4596413,0.83742595,2,7.55,0.0,0.9157311,0.07941823,b'X0080'
5966.346,4.3724976,0.4,0.35785207,4.8074126,0,7.6,0.0,0.9169939,0.078944735,b'X0081'
5173.5767,4.5130467,0.4,0.12185476,2.2142181,-1,7.65,0.0,0.91899765,0.078196414,b'X0082'
5829.409,4.423102,0.4,0.4172167,2.2520692,0,7.75,0.0,0.9162936,0.07920713,b'X0083'
6874.8936,4.2513204,0.4,0.32752645,3.0976427,0,7.75,0.0,0.9173163,0.07882408,b'X0084'
7069.258,4.240714,0.4,0.17349052,3.5082612,0,7.75,0.0,0.91864735,0.078327015,b'X0085'
6758.8765,2.1594214,0.4,-0.047649443,0.6479853,2,7.75,0.0,0.9198946,0.07786268,b'X0086'
5331.449,1.895041,0.4,0.19661537,2.5105646,2,7.8,0.0,0.91847634,0.07839077,b'X0087'
4075.6787,1.4343102,0.4,0.34868568,0.8960741,2,7.8,0.0,0.9170937,0.07890737,b'X0088'
4433.526,4.6086636,0.4,0.2487579,2.6131968,-1,7.85,0.0,0.9180558,0.07854774,b'X0089'
5798.946,4.4393973,0.4,0.08028767,4.9216604,0,7.85,0.0,0.919251,0.07810207,b'X0090'
6127.5923,2.1336315,0.4,-0.046189535,0.635618,2,7.85,0.0,0.91988814,0.077865034,b'X0091'
4580.0107,1.8800746,0.4,0.08144026,2.47882,2,7.9,0.0,0.91924435,0.07810457,b'X0092'
4451.417,1.841199,0.4,0.22742054,4.802165,2,7.9,0.0,0.918234,0.0784812,b'X0093'
3959.5146,1.3215717,0.4,0.16133457,2.2341347,2,7.9,0.0,0.9187336,0.07829484,b'X0094'
3910.0767,1.251504,0.4,-0.036253914,0.90988255,2,7.9,0.0,0.9198445,0.07788127,b'X0095'
5844.264,4.4377165,0.4,0.24354246,3.6046267,0,7.95,0.0,0.9181001,0.07853118,b'X0096'
5118.4883,4.5676713,0.4,0.043630533,2.1778848,0,8.0,0.0,0.9194552,0.07802609,b'X0097'
6558.4263,2.4341838,0.4,0.29800415,3.8232996,2,8.05,0.0,0.9176093,0.07871454,b'X0098'
7082.5776,4.2344375,0.4,0.23469901,1.596023,0,8.1,0.0,0.9181742,0.07850354,b'X0099'
6859.6626,2.5448573,0.4,0.41704294,2.2384014,2,8.1,0.0,0.9162959,0.0792063,b'X0100'
4401.14,1.9719979,0.4,0.44699374,0.33583724,2,8.1,0.0,0.9159046,0.0793531,b'X0101'
6167.3003,2.4591112,0.4,-0.05807836,4.9885364,2,8.15,0.0,0.919939,0.07784612,b'X0102'
4188.101,1.7427857,0.4,0.22587776,4.4541483,2,8.15,0.0,0.9182466,0.0784765,b'X0103'
4921.759,2.3741217,0.4,0.4288647,0.9354457,2,8.25,0.0,0.9161446,0.07926302,b'X0104'
4034.114,1.5526485,0.4,-0.009649709,0.72094667,2,8.25,0.0,0.9197227,0.07792655,b'X0105'
4285.68,4.655144,0.4,0.25344002,1.1005656,0,8.3,0.0,0.9180155,0.078562796,b'X0106'
5401.6216,4.527414,0.4,0.038430937,2.2531507,0,8.3,0.0,0.9194827,0.078015834,b'X0107'
5587.1885,4.494702,0.4,0.29167113,1.227885,0,8.3,0.0,0.91766953,0.078692,b'X0108'
6147.364,4.3653655,0.4,0.3420878,4.0010123,0,8.35,0.0,0.9171643,0.07888095,b'X0109'
5415.8506,4.5246506,0.4,-0.04526027,4.5436153,0,8.4,0.0,0.91988415,0.07786655,b'X0110'
7344.0894,2.9443133,0.4,0.45748565,4.253134,2,8.4,0.0,0.9157611,0.07940699,b'X0111'
4724.9033,2.5149064,0.4,0.1833224,0.19875026,2,8.45,0.0,0.91857576,0.078353696,b'X0112'
4179.685,1.8414294,0.4,0.30725655,3.828061,2,8.45,0.0,0.9175197,0.078748055,b'X0113'
4443.897,2.2483788,0.4,0.02464126,0.32707843,2,8.5,0.0,0.91955435,0.07798919,b'X0114'
4169.963,1.8420085,0.4,0.08437895,2.6593661,2,8.5,0.0,0.9192272,0.078110956,b'X0115'
4297.939,4.6495013,0.4,0.20276165,4.618533,0,8.55,0.0,0.9184293,0.0784083,b'X0116'
5434.277,2.7879646,0.4,0.43289074,1.6654469,2,8.55,0.0,0.91609216,0.07928269,b'X0117'
7123.056,3.1116676,0.4,0.10271289,1.985446,2,8.6,0.0,0.9191174,0.07815183,b'X0118'
5386.0493,4.527001,0.4,0.11803717,3.026527,0,8.65,0.0,0.919022,0.07818736,b'X0119'
6269.668,4.3255043,0.4,0.17275694,2.433187,0,8.65,0.0,0.91865265,0.07832505,b'X0120'
4639.3022,2.5862958,0.4,0.18841398,0.51248235,2,8.65,0.0,0.918538,0.078367755,b'X0121'
4772.972,4.6009293,0.4,0.4814209,1.0155463,0,8.7,0.0,0.91542023,0.079535015,b'X0122'
5474.3525,4.5104475,0.4,0.4881473,2.8634503,0,8.7,0.0,0.915321,0.079572305,b'X0123'
4238.219,2.0300817,0.4,0.24590835,0.6019126,2,8.75,0.0,0.9180801,0.07853867,b'X0124'
4197.386,1.9647709,0.4,0.4785801,0.09741934,2,8.75,0.0,0.91546166,0.07951945,b'X0125'
5386.1616,3.0462563,0.4,0.02681657,0.084176965,2,8.8,0.0,0.9195432,0.07799335,b'X0126'
7294.005,3.6356497,0.4,0.40741023,0.51899606,0,8.85,0.0,0.9164161,0.079161234,b'X0127'
4092.247,4.6691303,0.4,0.2733254,1.1138955,0,8.9,0.0,0.9178394,0.07862857,b'X0128'
7288.5493,3.751042,0.4,0.3393708,3.7733672,0,8.9,0.0,0.9171931,0.07887019,b'X0129'
7480.2837,3.5430508,0.4,0.2589834,3.000019,0,8.9,0.0,0.9179672,0.07858083,b'X0130'
4274.6133,2.1436677,0.4,0.46997657,2.4196925,2,8.9,0.0,0.9155855,0.07947291,b'X0131'
6772.608,3.5448458,0.4,0.35132724,2.1764107,0,8.95,0.0,0.9170652,0.07891805,b'X0132'
4316.982,2.232267,0.4,0.23002651,3.0009604,2,8.95,0.0,0.9182128,0.07848915,b'X0133'
4171.032,1.993729,0.4,0.43921039,4.7501082,2,8.95,0.0,0.91600895,0.07931395,b'X0134'
5345.4224,4.5264215,0.4,0.03823734,2.070563,0,9.0,0.0,0.9194837,0.07801545,b'X0135'
4542.054,2.6302273,0.4,0.39106423,1.305345,2,9.0,0.0,0.91661394,0.07908705,b'X0136'
7078.7993,4.1168256,0.3,0.27576458,4.7832384,-1,7.0,0.0,0.91897726,0.078204036,b'X0137'
4413.923,0.33364084,0.3,0.19929206,3.6425092,0,7.05,0.0,0.9194845,0.07801514,b'X0138'
4392.277,0.31165552,0.3,0.22876221,4.903214,0,7.05,0.0,0.91929954,0.07808401,b'X0139'
4418.3135,0.25182512,0.3,-0.005896628,1.8595053,0,7.05,0.0,0.9204765,0.077646494,b'X0140'
4554.774,0.77100706,0.3,0.40057203,2.7066886,0,7.15,0.0,0.917931,0.07859433,b'X0141'
4335.0527,0.34512913,0.3,0.3460405,2.1987686,0,7.15,0.0,0.9184254,0.0784098,b'X0142'
4030.0015,0.3384999,0.3,-0.055258647,0.056764264,0,7.2,0.0,0.9206529,0.07758101,b'X0143'
6751.126,1.1944542,0.3,0.41254875,1.0487138,0,7.2,0.0,0.9178139,0.078638084,b'X0144'
5092.66,1.1340214,0.3,0.2153391,0.71292067,0,7.25,0.0,0.9193853,0.078052066,b'X0145'
3932.823,0.30194518,0.3,-0.097376406,2.8778014,0,7.25,0.0,0.92078835,0.07753076,b'X0146'
3876.097,0.44813117,0.3,-0.009920493,3.8236399,0,7.3,0.0,0.92049164,0.077640876,b'X0147'
7440.805,1.5076574,0.3,0.20067558,4.1534553,0,7.3,0.0,0.91947615,0.07801828,b'X0148'
6627.229,4.2306,0.3,-0.012571685,0.1055291,0,7.35,0.0,0.9205015,0.07763719,b'X0149'
7223.1357,4.2401724,0.3,0.16797802,4.453387,0,7.35,0.0,0.9196679,0.077946976,b'X0150'
6785.928,1.8755393,0.3,0.49353436,0.18154505,2,7.5,0.0,0.916931,0.07896829,b'X0151'
5555.551,4.456349,0.3,0.39875028,4.9521103,-1,7.55,0.0,0.9179486,0.07858777,b'X0152'
4466.447,1.3992409,0.3,0.47823116,1.6339864,2,7.55,0.0,0.91711074,0.078901015,b'X0153'
6443.281,1.9155946,0.3,0.24205703,1.0642359,2,7.6,0.0,0.91921186,0.07811663,b'X0154'
5492.64,1.6939299,0.3,0.21274567,1.7775304,2,7.6,0.0,0.9194017,0.078046,b'X0155'
5126.174,4.55959,0.3,0.34731874,2.2132494,-1,7.7,0.0,0.9184144,0.07841387,b'X0156'
6550.053,4.309294,0.3,0.3419956,1.4093696,0,7.8,0.0,0.91845953,0.07839702,b'X0157'
5365.229,4.543684,0.3,0.41088226,0.7692981,0,7.85,0.0,0.91783035,0.07863191,b'X0158'
7227.1064,2.3471131,0.3,0.36273822,2.799604,2,7.85,0.0,0.9182804,0.078463845,b'X0159'
3978.519,1.2558544,0.3,0.12630478,1.0125257,2,7.85,0.0,0.91989213,0.07786357,b'X0160'
7258.8647,4.257134,0.3,0.3365373,4.046999,0,7.9,0.0,0.91850525,0.078379974,b'X0161'
6588.125,2.2748945,0.3,0.15481585,3.30234,2,7.9,0.0,0.919741,0.07791976,b'X0162'
5581.229,2.164935,0.3,0.24784926,0.5477198,2,8.0,0.0,0.9191729,0.07813117,b'X0163'
6667.268,4.2908063,0.3,0.17936453,1.384139,0,8.05,0.0,0.91960275,0.07797119,b'X0164'
4675.319,2.0583742,0.3,0.3035143,3.895526,2,8.05,0.0,0.91876996,0.07828129,b'X0165'
4276.291,1.7429466,0.3,0.16460201,1.5821177,2,8.05,0.0,0.9196868,0.077939905,b'X0166'
4258.2085,1.7202173,0.3,0.4513909,0.4556766,2,8.05,0.0,0.91741097,0.07878869,b'X0167'
6287.5605,4.3567753,0.3,0.25162864,4.801613,0,8.1,0.0,0.9191471,0.07814077,b'X0168'
4350.272,1.96163,0.3,0.05714176,0.56688476,2,8.3,0.0,0.9202199,0.07774176,b'X0169'
4167.1963,4.668642,0.3,0.18594089,1.5714897,0,8.35,0.0,0.91956437,0.07798548,b'X0170'
5147.6797,2.5017986,0.3,-0.0046357065,3.501836,2,8.35,0.0,0.9204716,0.07764827,b'X0171'
5989.308,2.6892164,0.3,0.08827584,1.7892427,2,8.4,0.0,0.92007875,0.07779419,b'X0172'
7011.6147,4.2410836,0.3,0.49589452,3.6157491,0,8.45,0.0,0.9169028,0.07897888,b'X0173'
6945.971,2.917606,0.3,0.44407424,2.0679798,2,8.45,0.0,0.91748965,0.07875927,b'X0174'
5634.671,2.6945553,0.3,0.15510115,2.8588548,2,8.45,0.0,0.9197395,0.077920325,b'X0175'
5404.1367,2.6618178,0.3,0.26563057,0.7010394,2,8.45,0.0,0.91904974,0.078177035,b'X0176'
4404.362,2.1010988,0.3,0.038108103,2.558842,2,8.45,0.0,0.9203014,0.077711515,b'X0177'
7089.0156,2.9967575,0.3,0.1951311,0.80695087,2,8.5,0.0,0.91950965,0.0780058,b'X0178'
4387.3076,2.0970092,0.3,0.16812128,1.0760422,2,8.5,0.0,0.919667,0.077947274,b'X0179'
4829.5195,2.6115382,0.3,-0.0949874,3.8065073,2,8.55,0.0,0.920781,0.07753347,b'X0180'
4139.2817,4.6666584,0.3,-0.026026517,0.30831662,0,8.65,0.0,0.9205509,0.07761888,b'X0181'
5600.9375,4.5001354,0.3,-0.094457515,0.8049723,0,8.65,0.0,0.92077947,0.07753407,b'X0182'
7099.6206,4.2119207,0.3,0.27396497,4.070214,0,8.65,0.0,0.91899025,0.07819919,b'X0183'
4718.058,2.6198502,0.3,0.2539807,3.7862248,2,8.65,0.0,0.91913104,0.07814678,b'X0184'
5201.1313,4.5619106,0.3,0.45043942,3.4109,0,8.75,0.0,0.91742134,0.07878483,b'X0185'
4567.815,2.4811049,0.3,0.45210543,1.1017601,2,8.75,0.0,0.9174032,0.07879159,b'X0186'
4322.2915,4.6449094,0.3,0.046712317,2.265811,0,8.8,0.0,0.92026496,0.07772503,b'X0187'
4531.076,4.6256623,0.3,0.117182426,1.7921144,0,8.8,0.0,0.91993845,0.07784636,b'X0188'
5533.3677,4.5096273,0.3,0.08308507,4.7173877,0,8.8,0.0,0.9201031,0.07778518,b'X0189'
7116.2983,3.3224382,0.3,0.270835,0.16314767,2,8.8,0.0,0.9190128,0.07819082,b'X0190'
6922.024,3.280437,0.3,0.2911602,2.8687687,2,8.8,0.0,0.9188639,0.07824629,b'X0191'
4639.837,2.6175947,0.3,0.46801654,1.2980407,2,8.8,0.0,0.91722715,0.07885744,b'X0192'
5565.631,4.5025196,0.3,0.048134334,1.068686,0,8.85,0.0,0.92025894,0.07772728,b'X0193'
6947.5503,3.3965433,0.3,0.26510826,4.593127,2,8.9,0.0,0.9190534,0.078175664,b'X0194'
4474.1924,2.3922198,0.3,0.04195524,2.9293237,2,8.9,0.0,0.92028517,0.07771752,b'X0195'
5617.7266,4.4871492,0.3,0.14088058,2.3084488,0,9.0,0.0,0.919816,0.07789184,b'X0196'
7137.661,3.9614723,0.3,0.13353994,2.1529124,0,9.0,0.0,0.9198547,0.077877484,b'X0197'
6920.599,3.7338727,0.3,0.2653436,3.080919,0,9.0,0.0,0.9190517,0.07817628,b'X0198'
6665.91,3.6140308,0.3,0.3898871,4.7222524,0,9.0,0.0,0.9180329,0.0785563,b'X0199'
6753.6616,4.011929,0.2,0.05882079,3.6369233,-1,7.05,0.0,0.9208796,0.0774969,b'X0200'
6868.7026,4.1380234,0.2,0.42162696,0.52903306,-1,7.1,0.0,0.9189024,0.07823192,b'X0201'
5637.6226,0.98927426,0.2,0.042921685,1.6617035,2,7.1,0.0,0.9209341,0.077476725,b'X0202'
5525.1177,0.8891986,0.2,0.26051635,3.4739685,2,7.15,0.0,0.91998464,0.077829175,b'X0203'
6388.844,4.248257,0.2,0.3139526,3.7006502,-1,7.25,0.0,0.9196692,0.07794646,b'X0204'
7125.587,4.2240586,0.2,-0.044575464,3.294681,0,7.25,0.0,0.9212004,0.077378005,b'X0205'
4944.5806,1.0865362,0.2,0.24115694,3.2302995,2,7.25,0.0,0.9200897,0.07779014,b'X0206'
6306.1343,4.3422146,0.2,0.2565428,2.3412719,0,7.5,0.0,0.9200066,0.077821024,b'X0207'
7467.4287,4.282949,0.2,0.040665008,3.1393943,0,7.5,0.0,0.92094165,0.07747393,b'X0208'
4239.711,4.49926,0.2,0.019661337,2.5241556,-1,7.55,0.0,0.92101026,0.0774485,b'X0209'
4482.4727,4.4881744,0.2,-0.055834226,2.9946017,-1,7.55,0.0,0.92123085,0.07736669,b'X0210'
4959.2715,4.470326,0.2,0.067104466,3.3520176,-1,7.55,0.0,0.92085046,0.07750772,b'X0211'
4303.8228,1.3425224,0.2,-0.04045821,2.8192987,2,7.55,0.0,0.92118907,0.07738222,b'X0212'
5718.276,4.495338,0.2,-0.08937069,3.2423882,0,7.6,0.0,0.92131734,0.07733468,b'X0213'
4607.514,1.6047046,0.2,0.1475884,4.437624,2,7.7,0.0,0.9205363,0.077624284,b'X0214'
4302.663,1.5346857,0.2,0.36376226,2.3131258,2,7.75,0.0,0.91933805,0.078069694,b'X0215'
5563.428,4.5252614,0.2,0.37618557,4.05734,0,7.8,0.0,0.9192493,0.07810271,b'X0216'
5317.97,1.862661,0.2,0.04769384,3.2516308,2,7.8,0.0,0.9209179,0.0774827,b'X0217'
3928.0715,1.0896199,0.2,0.16832253,2.1067448,2,7.8,0.0,0.9204454,0.07765802,b'X0218'
4921.829,1.8997539,0.2,0.32981655,4.8570385,2,7.9,0.0,0.9195678,0.07798418,b'X0219'
6575.933,4.3262806,0.2,0.01757045,4.8501887,0,7.95,0.0,0.9210169,0.07744604,b'X0220'
6708.178,4.3076534,0.2,-0.001980923,1.2607194,0,7.95,0.0,0.9210775,0.07742357,b'X0221'
4168.6445,4.6847157,0.2,-0.006078452,1.8157365,0,8.05,0.0,0.92108977,0.07741899,b'X0222'
5420.1484,4.5489745,0.2,0.09881244,0.17098388,0,8.05,0.0,0.9207336,0.077551074,b'X0223'
5927.886,4.456433,0.2,0.42348704,2.0522017,0,8.05,0.0,0.91888744,0.07823751,b'X0224'
5574.832,4.524903,0.2,-0.026106074,1.4008652,0,8.1,0.0,0.92114854,0.07739722,b'X0225'
5158.0615,2.2512422,0.2,0.46757773,1.1488752,2,8.15,0.0,0.91851264,0.07837723,b'X0226'
4229.2153,1.6771114,0.2,0.064206295,2.1654925,2,8.2,0.0,0.9208607,0.077503905,b'X0227'
4290.876,4.663846,0.2,-0.014529377,2.757071,0,8.25,0.0,0.9211149,0.07740968,b'X0228'
5260.7554,4.570099,0.2,0.35895604,2.4785213,0,8.25,0.0,0.91937166,0.07805717,b'X0229'
7114.107,4.269594,0.2,0.16534474,0.45268667,0,8.25,0.0,0.9204588,0.07765307,b'X0230'
4456.6206,2.0341122,0.2,0.3678053,4.192382,2,8.3,0.0,0.9193094,0.07808033,b'X0231'
5220.2144,2.5013182,0.2,0.4050893,2.6311753,2,8.35,0.0,0.91903293,0.07818331,b'X0232'
7063.85,2.883234,0.2,0.4376972,0.056891583,2,8.4,0.0,0.91877073,0.078281,b'X0233'
6224.8604,2.7289047,0.2,0.17598966,1.4771042,2,8.4,0.0,0.9204108,0.077670895,b'X0234'
5919.0674,2.7338693,0.2,-0.059932247,4.8221035,2,8.45,0.0,0.9212418,0.07736265,b'X0235'
4152.0244,1.6374785,0.2,0.16967452,2.8800595,2,8.45,0.0,0.92043936,0.07766027,b'X0236'
4255.2314,1.8160461,0.2,0.14655781,4.2870803,2,8.5,0.0,0.92054075,0.077622674,b'X0237'
6725.664,4.2822595,0.2,-0.074529044,3.6718922,0,8.6,0.0,0.92127997,0.07734854,b'X0238'
6447.6084,2.9685636,0.2,0.1810031,2.9313698,2,8.6,0.0,0.92038774,0.07767944,b'X0239'
5578.301,4.5191345,0.2,0.33599117,1.188673,0,8.65,0.0,0.91952735,0.07799924,b'X0240'
6355.1997,4.348769,0.2,0.052332617,1.2110939,0,8.65,0.0,0.9209021,0.07748858,b'X0241'
6521.561,4.314386,0.2,0.11147518,3.1074796,0,8.65,0.0,0.92068446,0.0775693,b'X0242'
5783.2534,4.4783573,0.2,0.1632607,4.836526,0,8.7,0.0,0.92046803,0.07764963,b'X0243'
6093.647,4.405103,0.2,-0.027044535,3.7864008,0,8.75,0.0,0.9211513,0.07739622,b'X0244'
7048.758,4.227746,0.2,0.4679813,3.8639138,0,8.75,0.0,0.91850907,0.07837857,b'X0245'
5478.498,2.9960358,0.2,0.4275445,1.3103311,2,8.75,0.0,0.9188545,0.07824978,b'X0246'
